,incident_date,incident_parent,location,neighborhood,council_district,police_district
949,2020-09-27 16:07:00,Sexual Offense,-78.8719131 42.8860146,Fruit Belt,ELLICOTT,District B
950,2020-09-27 19:15:00,Assault,-78.869 42.897,Fruit Belt,ELLICOTT,District B
951,2020-09-27 19:20:00,Breaking & Entering,-78.828 42.938,Fillmore-Leroy,MASTEN,District E
952,2020-09-27 19:30:00,Assault,-78.825 42.896,Lovejoy,FILLMORE,District C
953,2020-09-27 19:39:00,Sexual Offense,-78.831 42.871,Seneca Babcock,LOVEJOY,District A
954,2020-09-27 20:35:00,Theft,-78.854 42.919,Masten Park,MASTEN,District E
955,2020-09-27 21:07:00,Assault,-78.814 42.897,Genesee-Moselle,FILLMORE,District C
956,2020-09-27 22:08:00,Assault,-78.802 42.916,Schiller Park,LOVEJOY,District C
957,2020-09-27 22:20:00,Breaking & Entering,-78.827 42.947,University Heights,UNIVERSITY,District E
958,2020-09-27 22:30:00,Sexual Offense,-78.906 42.94,Black Rock,NORTH,District D
959,2020-09-27 22:31:00,Sexual Offense,-78.861 42.894,Pratt-Willert,ELLICOTT,District B
960,2020-09-28 00:00:00,Breaking & Entering,-78.89 42.926,Upper West Side,NORTH,District D
961,2020-09-28 00:00:00,Sexual Offense,-78.817337 42.939394,Kensington-Bailey,MASTEN,District E
962,2020-09-28 00:00:00,Sexual Offense,-78.814 42.907,Genesee-Moselle,LOVEJOY,District C
963,2020-09-28 00:00:00,Sexual Offense,-78.822 42.916,Fillmore-Leroy,MASTEN,District E
964,2020-09-28 00:00:00,Sexual Offense,-78.847 42.937,Parkside,DELAWARE,District D
965,2020-09-28 00:00:00,Sexual Offense,-78.835 42.871,Seneca Babcock,LOVEJOY,District A
966,2020-09-28 00:00:00,Sexual Offense,-78.856 42.908,Masten Park,ELLICOTT,District B
967,2020-09-28 00:18:00,Sexual Offense,-78.906 42.954,Riverside,NORTH,District D
968,2020-09-28 01:00:00,Assault,-78.802 42.914,Schiller Park,LOVEJOY,District C
969,2020-09-28 01:43:00,Assault,-78.885 42.95,West Hertel,NORTH,District D
970,2020-09-28 04:00:00,Theft,-78.836 42.913,MLK Park,MASTEN,District C
971,2020-09-28 04:15:00,Sexual Offense,-78.876 42.877,Central,FILLMORE,District B
972,2020-09-28 05:05:00,Robbery,-78.894 42.919,Upper West Side,NIAGARA,District D
973,2020-09-28 05:53:00,Theft,-78.886 42.92,Elmwood Bidwell,NIAGARA,District D
974,2020-09-28 09:00:00,Sexual Offense,-78.854 42.884,Pratt-Willert,ELLICOTT,District B
975,2020-09-28 09:19:00,Assault,-78.835039 42.937913,Fillmore-Leroy,MASTEN,District E
976,2020-09-28 09:35:00,Assault,-78.829 42.933,Fillmore-Leroy,MASTEN,District E
977,2020-09-28 09:58:00,Sexual Offense,-78.82 42.909,Genesee-Moselle,FILLMORE,District C
978,2020-09-28 10:00:00,Theft,-78.837 42.895,Broadway Fillmore,FILLMORE,District C
979,2020-09-28 10:54:00,Sexual Offense,-78.84 42.938,Fillmore-Leroy,MASTEN,District E
980,2020-09-28 11:00:00,Sexual Offense,-78.857 42.945,North Park,DELAWARE,District D
981,2020-09-28 13:28:00,Assault,-78.888 42.932,Upper West Side,NORTH,District D
982,2020-09-28 14:30:00,Sexual Offense,-78.822 42.859,South Park,SOUTH,District A
983,2020-09-28 15:25:00,Sexual Offense,-78.849 42.955,North Park,DELAWARE,District D
984,2020-09-28 16:00:00,Sexual Offense,-78.804 42.872,Kaisertown,LOVEJOY,District A
985,2020-09-28 16:31:00,Robbery,-78.891 42.92,Upper West Side,NIAGARA,District D
986,2020-09-28 18:15:00,Sexual Offense,-78.811 42.945,Kensington-Bailey,UNIVERSITY,District E
987,2020-09-28 19:00:00,Sexual Offense,-78.853 42.872,Ellicott,FILLMORE,District A
988,2020-09-28 19:07:00,Sexual Offense,-78.833 42.847,Hopkins-Tifft,SOUTH,District A
989,2020-09-28 19:39:00,Breaking & Entering,-78.862 42.89,Pratt-Willert,ELLICOTT,District B
990,2020-09-28 19:49:00,Breaking & Entering,-78.877 42.901,Allentown,FILLMORE,District B
991,2020-09-28 20:00:00,Sexual Offense,-78.874 42.924,Elmwood Bidwell,DELAWARE,District D
992,2020-09-28 20:00:00,Sexual Offense,-78.845 42.913,Masten Park,MASTEN,District C
993,2020-09-28 20:00:00,Sexual Offense,-78.834 42.951,Central Park,UNIVERSITY,District D
994,2020-09-28 22:05:00,Assault,-78.903 42.943,Black Rock,NORTH,District D
995,2020-09-28 22:32:00,Assault,-78.8 42.891,Lovejoy,LOVEJOY,District C
996,2020-09-28 23:27:00,Assault,-78.906 42.943,Black Rock,NORTH,District D
997,2020-09-29 00:00:00,Sexual Offense,-78.844 42.914,Masten Park,MASTEN,District C
998,2020-09-29 00:00:00,Robbery,-78.803681 42.913503,Schiller Park,LOVEJOY,District E
999,2020-09-29 00:00:00,Sexual Offense,-78.83 42.866,Seneca Babcock,LOVEJOY,District A
1000,2020-09-29 01:00:00,Breaking & Entering,-78.877 42.909,Elmwood Bryant,NIAGARA,District B
1001,2020-09-29 01:50:00,Assault,-78.874 42.883,Central,FILLMORE,District B
1002,2020-09-29 02:00:00,Assault,-78.866 42.911,Masten Park,MASTEN,District E
1003,2020-09-29 05:00:00,Theft,-78.87 42.95,North Park,NORTH,District D
1004,2020-09-29 05:15:00,Breaking & Entering,-78.813 42.885,Lovejoy,LOVEJOY,District C
1005,2020-09-29 05:28:00,Breaking & Entering,-78.869 42.956,North Park,NORTH,District D
1006,2020-09-29 08:00:00,Sexual Offense,-78.859 42.917,Kensington-Bailey,MASTEN,District E
1007,2020-09-29 09:08:00,Breaking & Entering,-78.828 42.944,University Heights,UNIVERSITY,District E
1008,2020-09-29 10:15:00,Sexual Offense,-78.835 42.957,Central Park,UNIVERSITY,District D
1009,2020-09-29 10:41:00,Robbery,-78.822 42.896,Lovejoy,FILLMORE,District C
1010,2020-09-29 11:00:00,Sexual Offense,-78.9 42.937,Black Rock,NORTH,District D
1011,2020-09-29 11:38:00,Sexual Offense,-78.84 42.938,Fillmore-Leroy,MASTEN,District E
1012,2020-09-29 11:57:00,Sexual Offense,-78.9 42.937,Black Rock,NORTH,District D
1013,2020-09-29 13:10:00,Theft,-78.906 42.955,Riverside,NORTH,District D
1014,2020-09-29 13:48:00,Sexual Offense,-78.824 42.857,Hopkins-Tifft,LOVEJOY,District A
1015,2020-09-29 14:00:00,Sexual Offense,-78.824 42.833,South Park,SOUTH,District A
1016,2020-09-29 14:48:00,Sexual Offense,-78.871 42.874,Ellicott,FILLMORE,District A
1017,2020-09-29 15:29:00,Assault,-78.904 42.956,Riverside,NORTH,District D
1018,2020-09-29 16:01:00,Sexual Offense,-78.868 42.95,North Park,DELAWARE,District D
1019,2020-09-29 16:09:00,Assault,-78.885 42.896,Lower West Side,ELLICOTT,District B
1020,2020-09-29 16:36:00,Assault,-78.832 42.906,MLK Park,FILLMORE,District C
1021,2020-09-29 16:49:00,Sexual Offense,-78.804 42.853,Seneca-Cazenovia,SOUTH,District A
1022,2020-09-29 18:00:00,Sexual Offense,-78.807 42.874,Kaisertown,LOVEJOY,District A
1023,2020-09-29 18:01:00,Assault,-78.819 42.914,Genesee-Moselle,FILLMORE,District C
1024,2020-09-29 19:30:00,Theft,-78.805 42.923,Schiller Park,LOVEJOY,District E
1025,2020-09-29 19:42:00,Sexual Offense,-78.867 42.91,Masten Park,ELLICOTT,District B
1026,2020-09-29 20:21:00,Assault,-78.808 42.948,Kensington-Bailey,UNIVERSITY,District E
1027,2020-09-29 21:25:00,Breaking & Entering,-78.885 42.896,Lower West Side,ELLICOTT,District B
1028,2020-09-29 21:50:00,Assault,-78.817 42.91,Genesee-Moselle,FILLMORE,District C
1029,2020-09-29 22:02:00,Sexual Offense,-78.877 42.89,Central,ELLICOTT,District B
1030,2020-09-29 22:30:00,Sexual Offense,-78.83 42.892,Broadway Fillmore,FILLMORE,District C
1031,2020-09-29 23:34:00,Assault,-78.906 42.956,Riverside,NORTH,District D
1032,2020-09-29 23:56:00,Sexual Offense,-78.869 42.914,Elmwood Bryant,NIAGARA,District B
1033,2020-09-30 00:00:00,Sexual Offense,-78.821 42.849,South Park,SOUTH,District A
1034,2020-09-30 00:00:00,Sexual Offense,-78.817 42.913,Genesee-Moselle,FILLMORE,District C
1035,2020-09-30 00:00:00,Assault,-78.84 42.919,Delavan Grider,MASTEN,District E
1036,2020-09-30 00:00:00,Sexual Offense,-78.882 42.949,West Hertel,NORTH,District D
1037,2020-09-30 00:00:00,Sexual Offense,-78.815 42.924,Kenfield,LOVEJOY,District E
1038,2020-09-30 00:00:00,Theft,-78.867 42.882,Pratt-Willert,ELLICOTT,District B
1039,2020-09-30 00:00:00,Sexual Offense,-78.84 42.937,University Heights,UNIVERSITY,District E
1040,2020-09-30 00:00:00,Sexual Offense,-78.884 42.958,West Hertel,NORTH,District D
1041,2020-09-30 01:30:00,Sexual Offense,-78.877 42.919,Elmwood Bidwell,DELAWARE,District D
1042,2020-09-30 02:46:00,Homicide,-78.83 42.891,Broadway Fillmore,FILLMORE,District C
1043,2020-09-30 02:48:00,Assault,-78.894 42.912,West Side,NIAGARA,District B
1044,2020-09-30 06:30:00,Assault,-78.89 42.926,Upper West Side,NIAGARA,District D
1045,2020-09-30 07:00:00,Sexual Offense,-78.818 42.86,Seneca-Cazenovia,SOUTH,District A
1046,2020-09-30 08:00:00,Sexual Offense,-78.866 42.906,Masten Park,ELLICOTT,District B
1047,2020-09-30 08:45:00,Assault,-78.849 42.887,Broadway Fillmore,ELLICOTT,District C
1048,2020-09-30 09:02:00,Assault,-78.851 42.929,Parkside,DELAWARE,District D
1049,2020-09-30 12:00:00,Theft,-78.818 42.873,Kaisertown,LOVEJOY,District A
1050,2020-09-30 12:00:00,Sexual Offense,-78.85 42.885,Broadway Fillmore,ELLICOTT,District C
1051,2020-09-30 12:13:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
1052,2020-09-30 13:00:00,Sexual Offense,-78.877 42.883,Central,ELLICOTT,District B
1053,2020-09-30 13:45:00,Sexual Offense,-78.897 42.918,Upper West Side,NIAGARA,District D
1054,2020-09-30 14:20:00,Assault,-78.9 42.909,West Side,NIAGARA,District B
1055,2020-09-30 14:43:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
1056,2020-09-30 16:02:00,Sexual Offense,-78.892 42.919,Upper West Side,NIAGARA,District D
1057,2020-09-30 16:10:00,Breaking & Entering,-78.812 42.935,Kensington-Bailey,UNIVERSITY,District E
1058,2020-09-30 17:00:00,Theft,-78.8 42.872,Kaisertown,LOVEJOY,District A
1059,2020-09-30 17:00:00,Robbery,-78.832 42.898,Broadway Fillmore,FILLMORE,District C
1060,2020-09-30 17:21:00,Sexual Offense,-78.854 42.911,Masten Park,ELLICOTT,District C
1061,2020-09-30 18:30:00,Theft,-78.857 42.912,Masten Park,ELLICOTT,District E
1062,2020-09-30 19:50:00,Sexual Offense,-78.87 42.956,North Park,NORTH,District D
1063,2020-09-30 20:00:00,Sexual Offense,-78.808 42.833,South Park,SOUTH,District A
1064,2020-09-30 21:00:00,Robbery,-78.84 42.903,Broadway Fillmore,FILLMORE,District C
1065,2020-09-30 21:09:00,Breaking & Entering,-78.858 42.958,North Park,DELAWARE,District D
1066,2020-09-30 21:21:00,Breaking & Entering,-78.828 42.911,MLK Park,FILLMORE,District C
1067,2020-09-30 21:30:00,Breaking & Entering,-78.871 42.897,Fruit Belt,ELLICOTT,District B
1068,2020-09-30 22:30:00,Theft,-78.853 42.931,Parkside,DELAWARE,District D
1069,2020-10-01 00:00:00,Theft,-78.826 42.916,Delavan Grider,MASTEN,District E
1070,2020-10-01 00:00:00,Sexual Offense,-78.824 42.935,Fillmore-Leroy,MASTEN,District E
1071,2020-10-01 00:00:00,Sexual Offense,-78.867 42.882,Pratt-Willert,ELLICOTT,District B
1072,2020-10-01 00:00:00,Sexual Offense,-78.819 42.897,Genesee-Moselle,FILLMORE,District C
1073,2020-10-01 00:00:00,Sexual Offense,-78.877 42.911,Elmwood Bryant,NIAGARA,District B
1074,2020-10-01 00:00:00,Breaking & Entering,-78.831 42.871,Seneca Babcock,LOVEJOY,District A
1075,2020-10-01 00:00:00,Sexual Offense,-78.894 42.94,Grant-Amherst,NORTH,District D
1076,2020-10-01 00:24:00,Sexual Offense,-78.874 42.901,Allentown,FILLMORE,District B
1077,2020-10-01 02:45:00,Assault,-78.832 42.891,Broadway Fillmore,FILLMORE,District C
1078,2020-10-01 03:00:00,Sexual Offense,-78.846 42.945,North Park,DELAWARE,District D
1079,2020-10-01 03:00:00,Theft,-78.837 42.911,MLK Park,MASTEN,District C
1080,2020-10-01 03:00:00,Breaking & Entering,-78.887 42.894,Lower West Side,ELLICOTT,District B
1081,2020-10-01 03:30:00,Sexual Offense,-78.832 42.85,Hopkins-Tifft,SOUTH,District A
1082,2020-10-01 06:30:00,Assault,-78.822 42.894,Lovejoy,FILLMORE,District C
1083,2020-10-01 06:42:00,Theft,-78.817 42.896,Genesee-Moselle,FILLMORE,District C
1084,2020-10-01 08:30:00,Assault,-78.891 42.914,Upper West Side,NIAGARA,District B
1085,2020-10-01 08:49:00,Theft,-78.816 42.886,Lovejoy,LOVEJOY,District C
1086,2020-10-01 11:00:00,Breaking & Entering,-78.85 42.868,First Ward,FILLMORE,District A
1087,2020-10-01 11:55:00,Sexual Offense,-78.879 42.891,Lower West Side,FILLMORE,District B
1088,2020-10-01 12:00:00,Breaking & Entering,-78.889 42.927,Upper West Side,NORTH,District D
1089,2020-10-01 12:00:00,Sexual Offense,-78.82 42.894,Lovejoy,FILLMORE,District C
1090,2020-10-01 12:00:00,Sexual Offense,-78.857 42.884,Pratt-Willert,ELLICOTT,District B
1091,2020-10-01 12:25:00,Sexual Offense,-78.814 42.931,Kenfield,MASTEN,District E
1092,2020-10-01 12:31:00,Assault,-78.837 42.89,Broadway Fillmore,FILLMORE,District C
1093,2020-10-01 13:40:00,Sexual Offense,-78.892 42.893,Central Park,DELAWARE,District D
1094,2020-10-01 13:40:00,Sexual Offense,-78.842 42.948,Central Park,DELAWARE,District D
1095,2020-10-01 14:10:00,Breaking & Entering,-78.895 42.905,West Side,NIAGARA,District B
1096,2020-10-01 14:36:00,Robbery,-78.829 42.935,Fillmore-Leroy,MASTEN,District E
1097,2020-10-01 16:00:00,Assault,-78.855 42.882,Pratt-Willert,ELLICOTT,District B
1098,2020-10-01 17:47:00,Sexual Offense,-78.8812008 42.9541382,North Park,NORTH,District D
1099,2020-10-01 17:58:00,Sexual Offense,-78.829 42.918,Delavan Grider,MASTEN,District E
1100,2020-10-01 18:00:00,Sexual Offense,-78.884 42.9,Allentown,ELLICOTT,District B
1101,2020-10-01 18:05:00,Sexual Offense,-78.878 42.954,North Park,NORTH,District D
1102,2020-10-01 18:54:00,Robbery,-78.869 42.951,North Park,NORTH,District D
1103,2020-10-01 20:10:00,Sexual Offense,-78.852 42.913,Masten Park,MASTEN,District C
1104,2020-10-01 21:00:00,Sexual Offense,-78.876 42.928,Elmwood Bidwell,DELAWARE,District D
1105,2020-10-01 22:00:00,Sexual Offense,-78.861 42.912,Masten Park,ELLICOTT,District E
1106,2020-10-01 23:30:00,Robbery,-78.806 42.897,Lovejoy,LOVEJOY,District C
1107,2020-10-02 00:00:00,Theft,-78.899 42.937,Black Rock,NORTH,District D
1108,2020-10-02 00:00:00,Sexual Offense,-78.854 42.876,Ellicott,FILLMORE,District A
1109,2020-10-02 01:25:00,Assault,-78.828 42.911,MLK Park,MASTEN,District C
1110,2020-10-02 01:43:00,Assault,,Central,ELLICOTT,District B
1111,2020-10-02 02:16:00,Sexual Offense,-78.847 42.917,Hamlin Park,MASTEN,District E
1112,2020-10-02 05:23:00,Breaking & Entering,-78.89 42.916,Upper West Side,NIAGARA,District B
1113,2020-10-02 07:00:00,Theft,-78.804 42.908,Schiller Park,LOVEJOY,District C
1114,2020-10-02 07:21:00,Breaking & Entering,-78.812 42.938,Kensington-Bailey,UNIVERSITY,District E
1115,2020-10-02 10:36:00,Assault,-78.874 42.884,Central,ELLICOTT,District B
1116,2020-10-02 10:38:00,Sexual Offense,-78.83 42.907,MLK Park,FILLMORE,District C
1117,2020-10-02 11:43:00,Robbery,-78.867 42.909,Elmwood Bryant,ELLICOTT,District B
1118,2020-10-02 12:00:00,Robbery,-78.835068 42.936629,Fillmore-Leroy,MASTEN,District E
1119,2020-10-02 13:00:00,Sexual Offense,-78.89 42.918,Upper West Side,NIAGARA,District D
1120,2020-10-02 13:20:00,Breaking & Entering,-78.81 42.853,Seneca-Cazenovia,SOUTH,District A
1121,2020-10-02 14:08:00,Robbery,-78.813 42.928,Kenfield,UNIVERSITY,District E
1122,2020-10-02 14:40:00,Theft,-78.811 42.919,Schiller Park,LOVEJOY,District E
1123,2020-10-02 15:03:00,Breaking & Entering,-78.862 42.89,Pratt-Willert,ELLICOTT,District B
1124,2020-10-02 16:00:00,Sexual Offense,-78.842 42.896,Broadway Fillmore,FILLMORE,District C
1125,2020-10-02 16:05:00,Sexual Offense,-78.875 42.936,Parkside,NORTH,District D
1126,2020-10-02 16:50:00,Sexual Offense,-78.835 42.904,MLK Park,MASTEN,District C
1127,2020-10-02 17:13:00,Sexual Offense,-78.816 42.912,Genesee-Moselle,FILLMORE,District C
1128,2020-10-02 18:00:00,Sexual Offense,-78.849 42.924,Hamlin Park,MASTEN,District E
1129,2020-10-02 18:30:00,Assault,-78.839 42.915,Delavan Grider,MASTEN,District E
1130,2020-10-02 18:44:00,Homicide,-78.826 42.933,Fillmore-Leroy,MASTEN,District E
1131,2020-10-02 21:01:00,Assault,-78.856 42.918,Masten Park,MASTEN,District E
1132,2020-10-02 21:30:00,Assault,-78.865 42.901,Upper West Side,NIAGARA,District D
1133,2020-10-02 22:00:00,Theft,-78.845 42.915,Hamlin Park,MASTEN,District E
1134,2020-10-02 23:16:00,Sexual Offense,-78.814 42.903,Genesee-Moselle,LOVEJOY,District C
1135,2020-10-02 23:40:00,Assault,-78.856 42.91,Parkside,DELAWARE,District D
1136,2020-10-03 00:45:00,Sexual Offense,-78.825 42.86,Hopkins-Tifft,LOVEJOY,District A
1137,2020-10-03 01:00:00,Theft,-78.875 42.89,Central,ELLICOTT,District B
1138,2020-10-03 02:00:00,Sexual Offense,-78.803 42.913,Schiller Park,LOVEJOY,District C
1139,2020-10-03 02:30:00,Sexual Offense,-78.869 42.948,North Park,NORTH,District D
1140,2020-10-03 02:36:00,Assault,-78.806 42.941,Kensington-Bailey,UNIVERSITY,District E
1141,2020-10-03 02:38:00,Sexual Offense,-78.805 42.886,Lovejoy,LOVEJOY,District C
1142,2020-10-03 02:53:00,Assault,-78.874 42.89,Central,ELLICOTT,District B
1143,2020-10-03 03:00:00,Theft,-78.824 42.935,Fillmore-Leroy,MASTEN,District E
1144,2020-10-03 03:39:00,Sexual Offense,-78.857 42.958,North Park,DELAWARE,District D
1145,2020-10-03 04:52:00,Robbery,-78.83 42.903,Broadway Fillmore,FILLMORE,District C
1146,2020-10-03 04:58:00,Breaking & Entering,-78.865 42.917,Elmwood Bidwell,ELLICOTT,District D
1147,2020-10-03 09:00:00,Sexual Offense,-78.828 42.817,Fruit Belt,ELLICOTT,District B
1148,2020-10-03 09:40:00,Sexual Offense,-78.813 42.916,Schiller Park,LOVEJOY,District E
1149,2020-10-03 10:01:00,Sexual Offense,-78.825 42.906,Genesee-Moselle,FILLMORE,District C
1150,2020-10-03 11:00:00,Theft,-78.814 42.941,University Heights,UNIVERSITY,District E
1151,2020-10-03 12:00:00,Sexual Offense,-78.806 42.853,Seneca-Cazenovia,SOUTH,District A
1152,2020-10-03 12:00:00,Theft,-78.833 42.92,Delavan Grider,MASTEN,District E
1153,2020-10-03 12:40:00,Sexual Offense,-78.806 42.941,Kensington-Bailey,UNIVERSITY,District E
1154,2020-10-03 12:55:00,Assault,-78.857 42.881,Pratt-Willert,ELLICOTT,District B
1155,2020-10-03 13:27:00,Sexual Offense,-78.839 42.893,Broadway Fillmore,FILLMORE,District C
1156,2020-10-03 13:35:00,Breaking & Entering,-78.849 42.935,Fillmore-Leroy,MASTEN,District E
1157,2020-10-03 14:15:00,Breaking & Entering,-78.808 42.853,Seneca-Cazenovia,SOUTH,District A
1158,2020-10-03 14:59:00,Sexual Offense,-78.803 42.932,Kenfield,UNIVERSITY,District E
1159,2020-10-03 15:00:00,Sexual Offense,-78.808 42.913,Schiller Park,LOVEJOY,District C
1160,2020-10-03 15:15:00,Sexual Offense,-78.807 42.872,Kaisertown,LOVEJOY,District A
1161,2020-10-03 15:30:00,Assault,-78.814 42.934,Kensington-Bailey,MASTEN,District E
1162,2020-10-03 16:15:00,Sexual Offense,-78.889 42.942,Grant-Amherst,NORTH,District D
1163,2020-10-03 16:42:00,Theft,-78.855 42.881,Pratt-Willert,ELLICOTT,District B
1164,2020-10-03 17:00:00,Sexual Offense,-78.897 42.918,Upper West Side,NIAGARA,District D
1165,2020-10-03 17:00:00,Theft,-78.861 42.885,Pratt-Willert,ELLICOTT,District B
1166,2020-10-03 17:50:00,Assault,-78.878 42.905,Elmwood Bryant,ELLICOTT,District B
1167,2020-10-03 19:36:00,Sexual Offense,-78.847 42.866,First Ward,FILLMORE,District A
1168,2020-10-03 20:30:00,Sexual Offense,-78.839 42.946,Central Park,DELAWARE,District D
1169,2020-10-03 20:35:00,Sexual Offense,-78.904 42.95,Riverside,NORTH,District D
1170,2020-10-03 21:54:00,Sexual Offense,-78.82 42.942,University Heights,UNIVERSITY,District E
1171,2020-10-03 22:25:00,Sexual Offense,-78.873164 42.890424,Central,ELLICOTT,District B
1172,2020-10-04 00:00:00,Sexual Offense,-78.81 42.909,Genesee-Moselle,LOVEJOY,District C
1173,2020-10-04 00:00:00,Breaking & Entering,-78.823 42.851,South Park,SOUTH,District A
1174,2020-10-04 00:32:00,Theft,-78.862 42.899,Fruit Belt,ELLICOTT,District B
1175,2020-10-04 00:52:00,Assault,-78.826 42.897,Genesee-Moselle,FILLMORE,District C
1176,2020-10-04 02:03:00,Assault,-78.865 42.901,Fruit Belt,ELLICOTT,District B
1177,2020-10-04 03:00:00,Sexual Offense,-78.89 42.898,Lower West Side,ELLICOTT,District B
1178,2020-10-04 04:24:00,Breaking & Entering,-78.905 42.944,Black Rock,NORTH,District D
1179,2020-10-04 07:33:00,Breaking & Entering,-78.905 42.944,Black Rock,NORTH,District D
1180,2020-10-04 09:30:00,Sexual Offense,-78.814 42.937,Kensington-Bailey,MASTEN,District E
1181,2020-10-04 10:00:00,Sexual Offense,-78.815 42.915,Genesee-Moselle,LOVEJOY,District C
1182,2020-10-04 10:50:00,Sexual Offense,-78.8 42.898,Lovejoy,LOVEJOY,District C
1183,2020-10-04 12:00:00,Assault,-78.804 42.874,Kaisertown,LOVEJOY,District A
1184,2020-10-04 12:45:00,Theft,-78.823 42.95,University Heights,UNIVERSITY,District E
1185,2020-10-04 13:00:00,Sexual Offense,-78.841 42.94,Parkside,MASTEN,District D
1186,2020-10-04 13:20:00,Theft,-78.814 42.931,Kenfield,UNIVERSITY,District E
1187,2020-10-04 15:11:00,Sexual Offense,-78.853 42.948,North Park,DELAWARE,District D
1188,2020-10-04 15:25:00,Theft,-78.839 42.893,Broadway Fillmore,FILLMORE,District C
1189,2020-10-04 15:46:00,Breaking & Entering,-78.851 42.911,Masten Park,ELLICOTT,District C
1190,2020-10-04 16:15:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1191,2020-10-04 16:36:00,Assault,-78.844 42.901,Broadway Fillmore,ELLICOTT,District C
1192,2020-10-04 16:53:00,Assault,-78.853 42.9,Fruit Belt,ELLICOTT,District B
1193,2020-10-04 18:43:00,Assault,-78.887 42.95,West Hertel,NORTH,District D
1194,2020-10-04 19:00:00,Sexual Offense,-78.906 42.94,Black Rock,NORTH,District D
1195,2020-10-04 19:35:00,Theft,-78.893 42.913,West Side,NIAGARA,District B
1196,2020-10-04 20:00:00,Theft,-78.864 42.951,North Park,DELAWARE,District D
1197,2020-10-04 20:00:00,Sexual Offense,-78.892 42.926,Upper West Side,NIAGARA,District D
1198,2020-10-04 20:15:00,Theft,-78.829 42.922,Delavan Grider,MASTEN,District E
1199,2020-10-04 20:45:00,Sexual Offense,-78.878 42.906,Elmwood Bryant,NIAGARA,District B
1200,2020-10-04 21:00:00,Sexual Offense,-78.883 42.927,Elmwood Bidwell,NIAGARA,District D
1201,2020-10-04 21:00:00,Assault,-78.887 42.95,West Hertel,NORTH,District D
1202,2020-10-04 21:40:00,Breaking & Entering,-78.866 42.896,Fruit Belt,ELLICOTT,District B
1203,2020-10-04 22:00:00,Sexual Offense,-78.845 42.897,Broadway Fillmore,FILLMORE,District C
1204,2020-10-04 22:00:00,Breaking & Entering,-78.831 42.951,University Heights,UNIVERSITY,District E
1205,2020-10-04 22:48:00,Assault,-78.888 42.908,West Side,NIAGARA,District B
1206,2020-10-04 22:50:00,Assault,-78.875 42.891,Central,ELLICOTT,District B
1207,2020-10-04 22:55:00,Breaking & Entering,-78.87 42.956,North Park,NORTH,District D
1208,2020-10-04 23:17:00,Robbery,-78.8 42.922,Schiller Park,LOVEJOY,District E
1209,2020-10-04 23:55:00,Assault,-78.869 42.951,North Park,NORTH,District D
1210,2020-10-05 00:00:00,Theft,-78.897 42.96,Riverside,NORTH,District D
1211,2020-10-05 00:00:00,Theft,-78.831 42.936,Fillmore-Leroy,MASTEN,District E
1212,2020-10-05 00:00:00,Sexual Offense,-78.855088 42.918538,,,
1213,2020-10-05 00:00:00,Sexual Offense,-78.807 42.93,Kenfield,UNIVERSITY,District E
1214,2020-10-05 02:13:00,Sexual Offense,-78.885 42.913,Elmwood Bryant,NIAGARA,District B
1215,2020-10-05 04:30:00,Assault,-78.863 42.9,Fruit Belt,ELLICOTT,District B
1216,2020-10-05 05:00:00,Sexual Offense,-78.8311028 42.9477603,University Heights,UNIVERSITY,District E
1217,2020-10-05 07:30:00,Breaking & Entering,-78.826 42.905,Genesee-Moselle,FILLMORE,District C
1218,2020-10-05 09:55:00,Sexual Offense,-78.844 42.911,Masten Park,ELLICOTT,District C
1219,2020-10-05 10:10:00,Sexual Offense,-78.845 42.882,Broadway Fillmore,FILLMORE,District C
1220,2020-10-05 10:14:00,Sexual Offense,-78.833 42.906,MLK Park,MASTEN,District C
1221,2020-10-05 10:51:00,Theft,-78.813 42.939,Kensington-Bailey,UNIVERSITY,District E
1222,2020-10-05 11:51:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
1223,2020-10-05 12:00:00,Theft,-78.82 42.837,South Park,SOUTH,District A
1224,2020-10-05 12:00:00,Sexual Offense,-78.894 42.939,Grant-Amherst,NORTH,District D
1225,2020-10-05 12:00:00,Sexual Offense,-78.823 42.892,Lovejoy,FILLMORE,District C
1226,2020-10-05 12:00:00,Sexual Offense,-78.823 42.892,Lovejoy,FILLMORE,District C
1227,2020-10-05 12:15:00,Sexual Offense,-78.86 42.914,Masten Park,MASTEN,District E
1228,2020-10-05 12:17:00,Breaking & Entering,-78.881 42.908,Elmwood Bryant,NIAGARA,District B
1229,2020-10-05 13:00:00,Sexual Offense,-78.825 42.854,Hopkins-Tifft,LOVEJOY,District A
1230,2020-10-05 13:29:00,Sexual Offense,-78.831 42.858,Hopkins-Tifft,LOVEJOY,District A
1231,2020-10-05 14:00:00,Sexual Offense,-78.872 42.899,Allentown,FILLMORE,District B
1232,2020-10-05 14:40:00,Theft,-78.738 42.832,Central,FILLMORE,District B
1233,2020-10-05 15:35:00,Robbery,-78.867 42.943,Parkside,NORTH,District D
1234,2020-10-05 15:54:00,Breaking & Entering,-78.857 42.945,North Park,DELAWARE,District D
